agentid,yearnumber,weeknumber,Lotto,Lotto Plus1,Euro Millions,Euro Millions Plus,ScratchCard
31f5f0ef,2016,17,1468,336.5,636,243,1542.06
a9a9aa2e,2016,17,2375,529.5,851,352,604.08
e351bccb,2016,17,940,223,743,330,1171.08
0e5213dc,2016,15,364,89.5,145,71,0
2a7d2977,2016,15,715,181.5,375,174,163.98
bfbfdcfd,2016,15,1260,292.5,667,297,1893.06
7aa15440,2016,14,341,84,123,59,216
a90104bf,2016,14,1914,446.5,1133,546,2100.06
78818537,2016,17,568,127,270,101,973.98
819d1200,2016,17,564,131,156,52,163.98
dc36d3bf,2016,16,5668,1250,2018,764,4463.1
ee04edd9,2016,14,256,63.5,101,49,163.98
b8090cd1,2016,16,654,165,268,133,163.98
9a66d183,2016,13,333,77,185,77,640.08
f9634102,2016,17,2214,515.5,848,346,1396.08
8b5f1fb5,2016,14,607,136,287,125,1190.16
23ae10b2,2016,13,1440,350,828,357,955.08
e1557241,2016,14,558,126.5,171,83,0
9ff08f11,2016,15,542,134,252,115,343.98
e0f483b5,2016,16,495,99,198,72,170.1
506d20bb,2016,13,633,159,402,142,2342.16
5f55944d,2016,15,1577,384.5,782,341,1506.96
56b9b21e,2016,16,691,160.5,204,93,1280.16
c78f683e,2016,15,2438,592,1418,621,1155.96
6d390a8f,2016,13,591,148,340,151,334.08
21799490,2016,16,1264,316,342,157,1594.08
0fd5d6a2,2016,14,568,135.5,535,207,0
3342d96b,2016,16,245,60,143,66,163.98
c81e8783,2016,16,629,158,362,175,396
bc1added,2016,16,194,43,180,89,216
e6c51837,2016,15,5154,1086,2555,982,4299.12
36d6c30c,2016,14,88,18.5,46,20,0
ba7cf2b9,2016,16,294,73,73,33,170.1
4fa50a25,2016,17,1834,433.5,888,295,485.1
5524db93,2016,15,209,48.5,171,59,0
f6b6c875,2016,13,650,153,206,106,180
dbf473c0,2016,13,1526,349,717,223,2198.16
e44c8c09,2016,13,135,34.5,141,63,225
824d6087,2016,16,556,139,202,93,746.1
4bb775b6,2016,17,374,92.5,126,59,0
e228a014,2016,16,7971,1422,1617,559,2045.16
0f2a9938,2016,13,1177,269.5,414,144,1353.06
343c7eec,2016,17,2046,442,728,310,1614.06
477da267,2016,15,554,139.5,202,85,757.98
df1cd9e7,2016,14,2467,554.5,888,322,640.08
555b58d3,2016,14,350,89.5,114,50,728.1
41dcf531,2016,17,876,215.5,250,121,469.98
20668cc5,2016,17,503,128.5,139,76,613.98
df9e6395,2016,16,339,84.5,68,26,269.055
1e2aa512,2016,16,299,69,92,33,0
82e62852,2016,15,90,23,163,75,0
9682a6df,2016,14,NULL,NULL,NULL,NULL,-132.3
f465f9ac,2016,16,246,63,130,57,379.98
f989dce7,2016,14,1262,285,402,188,919.98
620d6182,2016,17,507,100.5,126,68,550.08
03ae0090,2016,13,809,190.5,414,202,1819.08
47d57e4e,2016,13,1062,252.5,375,179,1605.06
47d7ee2d,2016,13,797,199.5,439,184,5216.22
457d5ce5,2016,17,56,14.5,25,14,180
9b4ad098,2016,16,388,92,575,273,478.08
a2fa5e1e,2016,14,1785,408.5,500,207,1587.06
56e39e6d,2016,15,343,83.5,310,141,170.1
de45cfce,2016,13,619,152.5,353,163,326.7
5c4e79df,2016,13,1191,275,437,191,1632.06
67573467,2016,13,50,10,27,10,0
12ce1ebd,2016,17,1809,420,846,402,1189.98
2308b721,2016,16,203,49,112,42,555.9048
e49b774b,2016,17,1426,356,642,299,2064.06
c1fc19b8,2016,16,401,90,408,166,1054.98
604a4bd1,2016,13,791,195.5,270,131,595.98
9b88b8a5,2016,15,2548,571.5,1081,513,1200.06
8724057,2016,16,1652,385,995,407,2927.16
e64c368a,2016,17,2969,702.5,1678,643,1784.16
33b80ec4,2016,14,742,155,441,171,485.1
b51550cd,2016,13,2250,351,706,275,1477.08
11e8a59a,2016,17,374,93,312,108,0
c7bb4580,2016,15,923,219,697,297,955.98
e139811c,2016,16,1601,361.5,899,395,1776.06
98148ea6,2016,17,2495,599,791,336,2577.06
7ce8ee72,2016,15,2910,630.5,1363,477,1153.08
3c65b5be,2016,13,2404,552,1416,556,1119.06
fcd83cf5,2016,13,2665,640.5,1192,515,2739.06
b28780d4,2016,16,1697,387,954,291,829.98
12003396,2016,17,299,70,130,56,694.08
f6e0c45a,2016,15,172,40.5,342,99,343.98
f19c05ad,2016,16,327,73.5,44,19,0
20e045c5,2016,15,819,181,307,122,163.98
bbe69e6c,2016,16,511,73.5,204,72,170.1
1f07b562,2016,15,107,22.5,134,40,369
1b5f35e9,2016,13,317,80,108,56,143.1
8408efbe,2016,14,1101,266.5,511,207,514.08
90cf8b0a,2016,14,1228,282.5,360,169,469.98
a0453f60,2016,13,1479,325.5,391,193,766.08
63d20310,2016,16,319,75.5,99,30,-126.4752
77eff2e1,2016,14,1270,300,535,191,793.98
3367cc9b,2016,14,1111,228,281,102,216
62859874,2016,14,225,47.5,182,74,360
b58b9693,2016,13,1797,321,794,250,550.08
dfb2703b,2016,17,995,247,425,190,810
efc72b46,2016,14,323,80,228,85,576
fc99a22b,2016,16,727,171.5,305,116,550.08
6324ec32,2016,14,1201,276.5,456,178,1231.2
1c503e12,2016,13,305,76.5,176,70,441
0e25502b,2016,14,1048,254,697,295,3116.16
12c03930,2016,14,580,142,447,141,450
0713a2b0,2016,17,1460,316.5,476,199,955.08
42a0dcf8,2016,15,531,133.5,391,168,251.7732
b24923ac,2016,16,1244,304.5,399,180,507.96
95613acb,2016,14,217,46.5,128,66,163.98
830b4619,2016,16,962,241,454,222,1044.18
376c1963,2016,16,1191,259.5,739,195,522
7ae7551a,2016,17,762,190,233,122,476.1
78248d40,2016,15,415,97,193,82,260.1
3b9e6bc7,2016,13,627,141,344,148,910.08
235cb19c,2016,14,721,174,384,179,1144.08
2500bac2,2016,14,299,76.5,196,103,135
400b4cf3,2016,13,2932,587.5,732,260,1252.08
f8c426a7,2016,17,707,169,246,125,946.08
78ade0a7,2016,17,1666,399,862,302,1848.96
0c64c212,2016,13,1097,276,778,313,1486.08
41335ebb,2016,14,1711,402,747,337,1659.06
3e2471ed,2016,13,172,44,104,51,397.98
dd61f4dc,2016,13,3136,748.5,789,340,1682.1
e130127c,2016,13,117,29,79,26,486
4cca612d,2016,16,1156,281,770,322,649.98
6c118e27,2016,13,721,168,191,96,1270.08
64815df2,2016,14,484,112.5,209,86,0
bbdb2eee,2016,17,1764,389.5,765,311,1335.06
330fc8c4,2016,17,660,150,244,76,216
dd884582,2016,15,1177,273,575,213,180
983d2ee4,2016,14,633,157.5,213,86,486
ca598326,2016,16,1454,323.5,653,233,1272.06
3c37da21,2016,17,2163,533,745,344,1767.06
61ce2ec0,2016,15,509,128,180,89,334.08
0392fb83,2016,16,99,25.5,44,16,0
96b13b14,2016,15,1624,60,68,21,334.08
169f60af,2016,16,266,68,158,52,604.08
8d4d3ba2,2016,17,1136,273,482,201,1749.06
2db80fcf,2016,15,1350,326.5,540,264,1099.08
afb30b43,2016,14,805,190,268,123,432
06f4994c,2016,17,1085,255,366,167,604.08
de2f3bc3,2016,13,86,20.5,73,33,0
7c9ce5d7,2016,13,701,158,425,178,1216.08
f7e7f152,2016,15,548,123.5,697,223,0
79c65685,2016,14,631,147,244,97,973.08
243bbb63,2016,17,1215,208.5,853,168,1180.98
62b5d553,2016,14,368,91,224,88,163.98
017747a0,2016,14,417,100.5,218,95,1126.08
99892d01,2016,13,856,197.5,640,263,0
198cf907,2016,13,519,130.5,220,114,856.08
01e75a7b,2016,13,252,62.5,230,93,0
cd53f5e7,2016,15,315,76.5,266,91,450
e4992d77,2016,17,1207,289.5,425,172,1252.98
0f384772,2016,17,1428,340.5,568,223,0
657dd649,2016,15,1605,381.5,866,398,1929.06
43e2e73f,2016,14,785,176.5,719,212,1102.14
ef699df5,2016,15,2565,543.5,1506,495,1389.06
874e815e,2016,17,221,53.5,106,22,0
1f822662,2016,13,1950,447.5,758,335,2118.06
caee649e,2016,17,2179,523.5,625,259,1684.26
35de2820,2016,13,556,142,351,94,396
cfc52f8d,2016,14,458,114,263,117,216
4e77d11f,2016,14,1865,423.5,1383,490,928.08
3bd7b21b,2016,15,2110,481,1265,439,948.06
cfaad0c0,2016,15,670,145.5,316,116,0
6d3203d0,2016,17,1879,459.5,736,308,1236.06
22f38084,2016,16,384,95.5,156,65,1560.06
d8c3ee83,2016,14,819,197.5,283,132,1479.06
56f37944,2016,17,962,236.5,397,160,388.98
cd4a2fce,2016,16,842,207,647,233,4745.16
ae24c1e0,2016,14,1820,449.5,763,347,1994.04
8cefa65a,2016,17,486,118.5,178,92,523.98
e7281bf3,2016,13,2063,484.5,829,322,379.98
d26cd62b,2016,13,1236,293.5,333,165,1319.94
3d391adc,2016,15,2834,675.5,1698,693,2921.04
ff4fd405,2016,13,1536,330.5,649,260,649.08
7f12f067,2016,17,2122,506.5,905,420,4657.14
70ec09fe,2016,17,262,58.5,119,54,0
99da92fb,2016,16,1368,334,570,212,685.98
bbe9a26c,2016,13,380,97,158,77,869.94
42eff3f0,2016,14,2379,586,958,437,1958.94
f0c82fcb,2016,16,854,207,415,116,1182.96
878cd2bc,2016,16,840,203.5,404,167,550.08
987faa12,2016,16,245,58.5,84,42,0
f35e08d2,2016,17,1724,416,570,274,2246.04
1f9fec7f,2016,15,141,35,112,56,1745.1
89ce1ff5,2016,15,687,171.5,303,151,777.96
3a9c22cb,2016,15,591,137,331,128,720
4a93a5d9,2016,17,631,157,130,63,739.98
3062036f,2016,14,862,203.5,586,222,1153.98
f3f0fcf2,2016,17,983,234,568,246,1704.06
e3daac78,2016,13,797,196,288,142,432
4befb8db,2016,15,2651,544.5,1144,464,2307.06
73e14628,2016,13,2238,514,888,402,1992.06
dc3faae4,2016,16,562,127.5,404,133,216
a5aef433,2016,16,1511,364,618,253,1263.96
b84a05f4,2016,15,876,214.5,728,327,791.1
ce796972,2016,16,495,108.5,143,58,1407.96
fd19a850,2016,16,833,194,316,141,867.06
854ba126,2016,14,147,36.5,93,41,386.1
de490f0d,2016,17,1448,359.5,528,243,642.06
a87039d4,2016,13,474,105,200,86,1558.98
b8d24f8d,2016,17,1072,256.5,386,179,775.98
b399620d,2016,13,139,31.5,49,24,216
255bd761,2016,14,2667,613.5,1475,629,1396.08
f7a008a0,2016,17,233,58.5,97,52,379.98
9f380a92,2016,14,540,131,601,256,620.1
87816f47,2016,15,1405,341,675,287,847.98
b4487a47,2016,15,570,138.5,314,145,982.98
3d8e74d3,2016,17,1950,404.5,610,232,820.08
5aa89b07,2016,15,1115,275.5,785,274,775.98
b22633a2,2016,16,1172,288,402,175,901.08
ef10c626,2016,16,815,195.5,540,231,604.98
7129f930,2016,15,123,31.5,172,57,478.98
1501f66b,2016,14,1189,291,399,173,396
ec407ef3,2016,17,1783,412.5,695,307,793.08
41bc7b82,2016,17,1760,433,550,225,1425.06
41eb6a1b,2016,14,646,153.5,261,106,216
fade503b,2016,14,787,194,419,177,910.08
3cd04d1e,2016,16,168,38,93,33,216
721d45c1,2016,13,2589,627,1127,488,1245.06
2d5d5c1e,2016,16,1207,285,355,178,1739.16
bc9a2982,2016,15,319,76,276,107,163.98
675584a8,2016,13,591,138.5,235,75,135
31f8e41f,2016,16,407,92,130,61,451.98
f80adbbe,2016,13,1301,323,368,143,1171.08
eba25940,2016,13,1403,318,1219,414,1902.06
8309c8ba,2016,14,407,101,193,93,216
b9a1bc0b,2016,13,280,69.5,97,44,343.98
3aa18109,2016,14,1973,470.5,1056,436,2180.16
6b150d29,2016,13,256,53,180,65,658.98
b56ce2f9,2016,14,147,37.5,73,31,0
21c7e520,2016,14,607,143,237,111,784.98
42b7f148,2016,14,995,226,454,188,0
e205ebca,2016,15,1121,256,436,218,2028.06
5bbade8f,2016,13,991,226.5,511,197,919.98
f974819d,2016,17,756,174,213,80,550.08
2f038dd2,2016,15,627,152.5,309,127,478.08
e2c4eb31,2016,14,1362,326,509,220,1335.96
23b5fe38,2016,15,625,148.5,358,153,0
94532484,2016,15,731,177,386,133,343.98
5a0245c3,2016,15,505,121,163,87,327.96
db6c9fb3,2016,15,1281,295.5,550,220,1539.18
71f8bcbf,2016,14,733,178,268,131,1695.06
79504ee7,2016,16,4721,1061,1683,704,2434.14
742d86c9,2016,16,2187,514.5,1059,459,1432.08
b4a2ba18,2016,16,444,99,143,51,0
52e28f5c,2016,14,327,81.5,259,129,386.1
e46a9f01,2016,17,729,173,318,136,-396.135
1a7e94b7,2016,13,1103,267,524,209,946.08
db969c50,2016,17,1176,274.5,331,148,1245.96
8a27d208,2016,15,623,156,241,124,216
b8e40309,2016,17,262,65,143,56,306
064ee00d,2016,17,950,228.5,653,226,0
ac3e77c9,2016,15,376,94,333,106,379.98
8206984f,2016,17,946,233,264,126,2161.08
eefa92b9,2016,16,780,192.5,478,199,540
2.61E+040,2016,16,209,50.5,99,47,0
f10a170b,2016,17,3663,808.5,1444,589,1559.16
20827589,2016,17,1767,439.5,807,336,3169.3752
2e8b66d2,2016,14,258,50,174,54,135
b4202f8c,2016,16,1873,297.5,345,80,379.98
cfbc13bd,2016,17,460,113,259,103,350.1
50cd2abf,2016,15,2408,562.5,853,367,3349.08
e3050756,2016,14,1544,363.5,690,298,730.08
8cd3cd5f,2016,13,699,169.5,255,110,271.98
a3ec1967,2016,13,374,55.5,149,57,0
72565a89,2016,16,3471,751.5,1711,651,927
8a3afc41,2016,15,1154,285,390,183,2541.06
db93ce8e,2016,16,450,92,215,99,577.98
9980830d,2016,14,1517,303.5,914,301,559.98
30aefd17,2016,13,1130,278,452,198,1398.06
63b337eb,2016,15,1193,280,828,331,2903.04
0be94b25,2016,16,354,84.5,248,119,838.08
e8ab111f,2016,16,840,207.5,386,177,216
41a0a4f6,2016,16,550,122.5,318,139,620.1
5501845,2016,14,1170,289,1024,453,775.08
cfd5472e,2016,13,1081,264,386,164,865.08
59fec4c6,2016,16,1266,308.5,443,177,820.08
b1d5f891,2016,17,1334,338.5,242,113,883.98
91f7c436,2016,13,962,227,447,204,748.08
3dbb698d,2016,16,1515,352.5,631,278,973.98
346c8b3d,2016,13,974,224.5,395,178,1106.1
c35f35e2,2016,14,1681,390.5,791,322,874.08
bd3ac298,2016,15,468,109,224,69,791.1
eaf1ff27,2016,15,595,140.5,351,170,440.1
c5074988,2016,17,315,66,139,58,0
93c15356,2016,14,129,25.5,33,18,0
4ab16161,2016,13,62,12,18,10,163.98
78ef4892,2016,16,1638,389,1012,384,2390.04
dd4a25c9,2016,14,727,134.5,340,118,1317.96
d1d648c1,2016,16,1176,285.5,618,262,820.08
f9c1cd9f,2016,17,693,156,230,85,649.98
b3fe7361,2016,17,3104,696.5,1472,548,1882.08
18c9bc65,2016,13,256,61,143,54,298.98
aebd3f34,2016,14,588,139,333,137,216
6a9b175b,2016,16,282,71,233,121,317.385
38bffbd9,2016,14,535,136.5,176,91,955.08
e8385978,2016,16,701,162,923,214,379.98
2cb06b08,2016,15,2500,602,1067,431,2046.06
0c13a75f,2016,16,1062,243.5,548,246,1263.96
f7799a87,2016,17,299,73.5,92,37,739.98
54806684,2016,14,197,50.5,44,24,0
c4f58aa6,2016,14,1511,369,592,244,694.98
cb2e9b27,2016,14,488,121.5,270,128,0
e753b512,2016,17,274,66,130,51,0
7c0ae7be,2016,16,983,246,522,232,604.08
53509de2,2016,13,252,62.5,195,83,0
de408d66,2016,16,209,53.5,80,37,324.153
81b01a0c,2016,13,770,184.5,614,244,1090.08
e1b56ef1,2016,17,211,48,121,60,694.08
81305785,2016,14,421,103,242,119,260.1
83d34d2a,2016,15,460,112,318,136,478.98
98a502ce,2016,15,1397,306,745,288,919.98
41196948,2016,15,787,190,375,170,1279.08
d5365855,2016,13,1675,372.5,640,280,2019.0708
3d36792a,2016,13,384,82,204,85,759.96
aa880c6a,2016,13,1605,362,820,331,523.98
0deb331f,2016,16,670,152.5,476,188,1038.96
b793867e,2016,17,582,127.5,253,102,-34.2
28b529c3,2016,15,43,11,34,18,170.1
af9efa97,2016,17,966,228,607,224,1992.06
92c1f662,2016,15,1138,288.5,515,269,1731.06
f08687eb,2016,13,1199,266,261,131,1099.98
ff05fb09,2016,15,670,158.5,437,196,576
7c770d47,2016,16,1877,444.5,828,380,2100.06
7c0bda0a,2016,17,1844,376,802,344,667.98
4116403b,2016,17,711,170.5,303,128,253.98
39013cee,2016,15,364,92,476,224,685.98
adb131a7,2016,17,962,220.5,599,234,765
c1cc3d60,2016,13,931,217.5,436,183,334.08
157e5237,2016,14,684,148.5,305,138,1310.04
735bcb16,2016,14,180,43,36,20,163.98
373cd1e5,2016,13,462,112,224,80,216
554eabca,2016,13,815,186,741,308,928.08
e1beea46,2016,13,680,168,277,136,327.96
375c0f25,2016,14,368,90,161,85,1846.08
aa1cc138,2016,17,976,230.5,344,162,846
4107c8d3,2016,13,2295,550,862,376,937.98
7c2cd007,2016,17,454,108.5,264,98,1173.06
65ddfd28,2016,15,437,101.5,399,157,432
26b9a62b,2016,15,421,106.5,195,76,1949.04
715ac4e0,2016,13,329,69,99,53,1280.16
5.81E+037,2016,16,2355,570.5,496,210,1848.06
fd5d5a85,2016,15,360,85.5,79,36,1162.98
5bd2dc2c,2016,15,158,38.5,108,51,0
f5a9bbaa,2016,16,1544,377,813,394,990
6760bde8,2016,17,2683,628,999,426,1724.04
b04a13ee,2016,14,1348,330,667,294,1731.06
69f42447,2016,16,1622,387.5,469,216,1533.06
9c50d3b4,2016,16,766,175.5,482,169,702
18bef328,2016,14,370,94.5,108,56,0
925118db,2016,15,1515,360.5,741,323,1506.06
a3771dae,2016,14,415,94,134,37,351
0ac76320,2016,15,309,77,274,129,424.08
8.11E+031,2016,13,192,49,136,72,595.98
d1cb590c,2016,15,2912,697,1212,569,1999.08
4800f6bd,2016,15,1052,242,561,222,1153.08
774486c4,2016,14,540,126,237,125,351
96ac97ec,2016,17,1025,246,351,163,991.98
f9262505,2016,15,1765,425,1004,441,1254.96
4650ad64,2016,16,1675,328.5,688,255,478.98
63c37cb7,2016,13,956,236,371,195,424.08
0c60f4bc,2016,16,1048,258.5,463,185,1110.06
0988b957,2016,17,1117,267,548,229,0
89cefdef,2016,17,2338,523.5,1034,398,2478.06
c8ce7388,2016,15,331,75.5,101,47,379.98
6e67c74a,2016,13,268,61.5,184,87,486
4f2d6646,2016,13,1471,361,469,222,730.08
7f1e12bd,2016,16,1548,363.5,798,337,1722.06
7c07189a,2016,13,174,44.5,49,25,216
05bb7595,2016,16,3136,720.5,1295,494,939.96
cca41f78,2016,14,3874,925.5,1834,791,4936.14
3562923e,2016,16,1079,255,585,268,1254.96
291232c1,2016,15,2108,512,1074,424,550.08
94a34f08,2016,16,2892,646.5,1276,488,1371.06
d30fb6a9,2016,15,2571,588,1264,513,2668.14
e9910aac,2016,16,2116,426.5,710,255,531
ff1c0066,2016,13,907,225,388,191,604.98
51e0560a,2016,13,586,143,329,165,910.98
53365991,2016,16,1538,371.5,660,279,469.98
089e11a6,2016,15,1509,375,616,250,768.06
15caa7c1,2016,15,893,200.5,309,153,613.98
fcc758a7,2016,14,442,103,277,109,1000.08
a104c259,2016,15,1634,349.5,730,304,163.98
910dbc18,2016,14,2681,640.5,1341,563,2434.14
128dd4d7,2016,13,1628,394,568,229,1416.06
065b4e98,2016,13,793,169.5,406,182,1378.08
6c2343d5,2016,13,2010,478,1002,426,1831.14
37e2a39e,2016,14,2949,625.5,1164,472,2873.16
d001f919,2016,16,623,154.5,447,172,216
7419a6e3,2016,13,160,35.5,185,66,0
1a5841ca,2016,13,1540,369,513,199,775.08
34699077,2016,13,981,234.5,483,148,334.08
5acf2edb,2016,14,2291,552,1087,479,2902.14
6068d75b,2016,17,474,120,176,89,334.08
3ca9e2f8,2016,14,1534,354,894,272,1164.06
cdc3dd6d,2016,13,252,63,88,45,613.98
57bb49c9,2016,13,1558,320.5,752,284,784.98
863d7913,2016,15,3647,856,1076,468,3302.1
f6e658e4,2016,16,882,214,312,141,993.06
6436b5f2,2016,15,1799,430,728,306,1531.08
a4720886,2016,15,252,59.5,134,47,180
49967db6,2016,15,1568,350,776,253,1234.08
acbd2e02,2016,13,166,42.5,86,40,163.98
ccc4fca2,2016,16,586,147,222,85,1099.08
c2c59409,2016,15,405,98.5,263,110,576
cc671ebf,2016,16,1922,433.5,618,228,784.98
8f2777e1,2016,15,1164,277,620,282,955.08
334a7aa0,2016,14,2749,563.5,1034,382,3686.22
d0f854d2,2016,13,738,180,489,186,2008.08
5bbadd10,2016,13,341,87,158,73,2233.08
277b8209,2016,14,276,67.5,180,75,170.1
d624038d,2016,16,1828,444,853,372,1281.96
0e0e7cbf,2016,14,2687,643.5,925,428,1386.18
a99c4090,2016,13,968,226.5,349,160,1360.98
679ef37f,2016,15,2377,567.5,914,410,1596.06
642b8e4c,2016,15,944,230.5,408,181,746.1
8.16E+072,2016,14,3422,791,1361,542,2462.04
8d6e36f5,2016,17,180,44,49,20,0
273895c7,2016,17,1914,453.5,563,260,1155.06
4529fc86,2016,16,388,91,202,98,1279.08
a2679379,2016,13,1754,422,954,386,1083.06
011ef8c9,2016,16,113,29,112,55,0
f31939af,2016,15,1909,468,787,347,640.08
c4c81058,2016,16,539,95,371,134,1063.08
bfd18a94,2016,15,499,115.5,145,59,-562.545
4727082f,2016,14,3049,683.5,1065,454,2217.06
0ead2c0d,2016,14,380,95,171,83,649.98
3c93e355,2016,17,231,58,75,32,0
6183bb42,2016,14,601,142,207,87,440.1
efd5b8d5,2016,13,1036,242.5,625,246,640.08
6b7ac97a,2016,16,333,85,172,72,0
f07fadcb,2016,17,6601,1533.5,2732,1089,2545.02
daf7a9c2,2016,14,370,87.5,163,63,90
c28d5ebc,2016,16,2003,468.5,1118,425,1506.06
61ec2915,2016,14,970,228.5,605,213,1288.08
3e1bf63e,2016,13,299,69.5,189,79,1729.08
f153e46d,2016,16,288,73.5,95,52,163.98
34b48055,2016,14,1767,385,620,217,678.96
a20f8019,2016,14,762,158.5,237,102,820.08
125a10a1,2016,13,392,96,101,55,340.2
75f6719e,2016,16,3367,708.5,1339,465,1776.06
f3e85b8b,2016,16,586,140,237,71,414
cfaff577,2016,15,150,37.5,80,40,550.08
29b93f0f,2016,15,631,150.5,259,89,135
48500000,2016,15,201,49.5,93,31,694.08
0daa2c76,2016,14,703,175,209,93,910.08
09e683fa,2016,16,2487,424,1006,378,1045.08
3af76d3c,2016,16,352,78.5,138,52,170.1
65347d20,2016,14,1256,308.5,452,198,775.98
bf92643b,2016,17,1669,340,463,168,0
786d9f54,2016,17,444,109.5,206,105,-149.13
52e41583,2016,15,2140,518.5,1223,507,4020.12
b3d14633,2016,17,540,126,191,71,343.98
e9ab97c2,2016,13,2177,419,886,312,774
84f941a1,2016,13,2873,606,1311,461,1878.12
9d971cf9,2016,15,405,98.5,176,93,379.98
122dc3ca,2016,15,844,176.5,458,145,910.08
c9e62e85,2016,15,1156,282,502,232,514.98
da78f3f9,2016,15,1336,294.5,953,337,1308.06
e4b1b22e,2016,15,546,125,338,119,270
4f0f5914,2016,17,1279,295,756,238,738
6718706b,2016,17,2567,586,844,290,1009.08
6bfddf22,2016,16,1285,306,531,266,865.08
56445dd4,2016,15,764,191.5,518,177,0
ce5e9f21,2016,14,676,164,294,126,1288.08
14007227,2016,16,2099,479.5,1002,450,1020.06
c232b4e5,2016,15,2005,441,848,345,991.08
22f6cdd5,2016,16,172,44,130,59,0
052da8a4,2016,13,2787,650.5,1470,501,2229.12
6400d91f,2016,16,966,239,434,176,433.98
27f95b94,2016,14,546,132.5,353,107,730.08
3031f452,2016,13,429,102.5,246,108,90
e80a33d6,2016,13,297,73,147,73,620.1
b034084f,2016,14,535,132.5,217,99,433.98
a13eca5b,2016,17,2361,530,1694,537,651.96
af70712c,2016,13,172,44,97,49,0
43ca960b,2016,16,1326,319.5,513,232,1508.94
4.69E+103,2016,13,815,194.5,382,157,739.98
3ffd9261,2016,16,997,221.5,870,392,0
b4e74882,2016,16,266,65,152,61,775.98
f2b823c7,2016,15,2183,431.5,807,303,2533.14
50d493b8,2016,14,1130,220.5,719,242,784.98
ff8e2a4b,2016,13,329,82,99,54,216
da938452,2016,13,591,120.5,163,74,1865.16
0685feeb,2016,15,880,199.5,609,256,1038.06
ec7f0bff,2016,16,889,157.5,506,90,216
1d1783b0,2016,13,1321,318.5,614,247,1252.08
d83a8827,2016,17,480,115.5,277,133,531
ffba3e7c,2016,15,2022,496,892,436,2552.04
a00a5cac,2016,14,68,17.5,18,10,163.98
4827a198,2016,14,329,81,136,66,0
2f607300,2016,15,350,87.5,134,62,282.78
f785878e,2016,17,595,130,215,97,433.98
b4eb9adc,2016,13,362,87,145,68,531
8e8f6060,2016,14,2234,509.5,943,367,1900.08
37dfc7c6,2016,13,950,232,583,280,343.98
d173a646,2016,15,1695,416,588,253,3641.04
39b88d14,2016,15,203,52,193,80,910.08
877a494a,2016,13,382,96.5,156,68,739.08
5d382291,2016,17,1352,315,767,300,1178.1
2b36c09a,2016,14,417,100,174,70,793.98
77b84aad,2016,16,476,111.5,112,56,0
4159154e,2016,16,578,145.5,117,58,-18
6f347cb7,2016,17,495,122,134,56,163.98
3a9a9b10,2016,17,1058,240,393,139,766.08
27000000,2016,14,223,56,141,51,0
c7168738,2016,17,635,154.5,136,67,658.98
9b8500f7,2016,14,123,30.5,108,49,829.98
cb7f80aa,2016,14,1197,251,397,136,948.06
bc9a2982,2016,17,270,64.5,209,68,874.08
bab8f5ed,2016,13,1803,420.5,706,321,1288.98
11528a24,2016,13,938,216.5,496,200,2020.14
477da267,2016,16,482,123,230,106,635.5656
461a5049,2016,16,203,48.5,90,45,396
267e088e,2016,13,658,153.5,371,183,1666.08
5f50ddb5,2016,14,731,176.5,368,171,595.98
f37c4929,2016,13,823,201.5,391,169,1396.98
174b4a50,2016,16,352,82.5,283,126,1349.1
61fbf5c3,2016,13,627,144.5,198,95,0
a0c1bb80,2016,16,1064,252,500,177,865.98
b5f8c17a,2016,16,280,62,112,47,163.98
5ce6d612,2016,17,674,161.5,217,81,485.1
52ebf352,2016,13,952,230,601,251,523.98
6b4e6192,2016,15,686,152.5,195,94,577.98
600abc53,2016,17,1832,421.5,645,297,1650.06
8e04102c,2016,16,1083,267.5,621,295,984.06
048f9ab2,2016,15,380,91.5,185,86,784.08
d62b25d2,2016,13,368,89,174,72,810.9
34938d21,2016,13,980,245,493,244,0
9be8a630,2016,15,842,188,414,138,469.08
8f8b9c5b,2016,16,488,121,119,55,-490.365
db11525a,2016,17,407,102,204,109,1452.96
e5ac6731,2016,15,213,53.5,44,22,163.98
47dee000,2016,13,523,115,172,62,730.08
e69fd2a2,2016,13,190,40.5,73,32,0
57c54c00,2016,13,934,227,382,190,858.96
1d877949,2016,14,368,81,241,119,360
853c9ce6,2016,13,707,179.5,242,122,955.08
2ee55492,2016,13,384,87,239,122,595.98
06d1741e,2016,15,1179,273.5,1282,299,883.08
bc212074,2016,14,729,182.5,362,174,656.1
011b1f86,2016,15,174,44.5,84,45,0
55ebb9e7,2016,17,1475,359.5,605,246,2110.14
fca29d7b,2016,13,186,47.5,71,39,397.98
47d57e4e,2016,15,1036,246,364,182,1612.08
cb62b025,2016,14,829,200,237,117,1018.98
ada94686,2016,16,672,167.5,241,107,343.98
f610cbee,2016,16,938,178.5,356,143,0
462fa261,2016,17,605,144,316,134,135
3afbb9df,2016,14,315,78.5,110,54,216
ad29fd62,2016,15,950,224,450,145,984.06
ac6e21da,2016,14,480,120.5,209,106,0
c8b5d625,2016,17,1754,423,581,266,640.08
66d548d3,2016,13,638,152,331,137,757.98
2500bac2,2016,15,378,95.5,263,77,64.98
f5a4cd8e,2016,14,270,60,115,39,543.96
4330a4cb,2016,15,141,35,55,26,298.98
0020f634,2016,17,1679,381,699,252,2474.1
